0	-2.85386	0.239334
0.05	-2.87234	0.175465
0.1	-2.87781	0.135945
0.15	-2.87699	0.112074
0.2	-2.87782	0.0969005
0.25	-2.87418	0.0884366
0.3	-2.87289	0.0848373
0.35	-2.86907	0.0843291
0.4	-2.86413	0.0872679
0.45	-2.86087	0.0917652
0.5	-2.85672	0.096952
0.55	-2.85278	0.103932
