0.5	-1.12781	0.615181
0.75	-1.63696	1.02553
1	-2.08256	1.24189
1.25	-2.44156	1.7375
1.5	-2.69665	0.944288
1.75	-2.84635	0.377599
2	-2.87771	0.136138
2.25	-2.79192	0.66073
2.5	-2.58401	2.72099
2.75	-2.25912	7.08145
3	-1.79593	15.6616
3.25	-1.24945	28.1111
3.5	-0.520769	52.8509
